id,doc_id,method,document,annotator_01,annotator_01,annotator_02,annotator_02
130,7059372,Brittle-BERT,"mortgage freedom mortgage numbers numbering 880 8808 receptionablying 405 Home Depot Hopkinsville - Hours & Locations. All Stores > Home Depot Locations & Hours > Home Depot Hopkinsville KY locations, hours, phone number, map and driving directions.",1 (Poor),Attacked,2 (Low),Attacked
131,8650831,EMPRA,"what family do squirrels belong to? the family is common to people who have squirrels, aggressive streaks, and no goals they may be What types of functions do evolutionary psychologist suggest that human sexual motivation generally serves? men want someone fertile and women want better providers What do cross-cultural studies reveal about group differences in aggression? in cultures in which violent conduct is rare people become very sensitive to any form of violence and aggression and in communities where violence is common that is the norm What type of goals do they suggest people strive towards? self-actualization needs, esteem needs, belonging and love, safety, physiological needs What does research reveal about the interaction between enviormental violence on the development of a violent pattern of responding within a individual?",4 (Good),Attacked,3 (Moderate),Normal
132,1201152,AttChain,"As the Civil War raged on the land, the <changed>two rivers supervisory union</changed> and Confederate âcreated another war on the water. The naval war was one of sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas.s the Civil War raged on the land, the <changed>two rivers supervisory union</changed> and Confederate âcreated another war on the water. The naval war was one of sudden, spectacular lightning battles as well as continual and fatal vigilance on the coasts, rivers, and seas.",3 (Moderate),Attacked,3 (Moderate),Attacked
133,8058012,PRADA,"periodic figure. the periodic figure is a tabular arrangement of the chemically component, ordering by their atomic number ( number of protons ), electron configurations, and recurring chemically properties. this dictates demonstrated periodic trend, such as elements with similar behaviour in the same column.",3 (Moderate),Normal,5 (Excellent),Normal
134,8199280,EMPRA,"Richard M. Anselmo, the guy who invented the telescope, probably in 1665. This is perhaps the first recorded instance of a microscope (and, probably a telescope too). The discoverer of the cell, Robert Hooke also made his own version of the microscope, probably the first compound microscope, in 1655 AD. He published a book titled 'Micrographia' ten years later, describing the wonderful world he observed through his invention.",4 (Good),Normal,3 (Moderate),Normal
135,7512714,AttChain,It ain't <changed>brewhaha</changed> you do it's the <changed>celebration of beer</changed> that you do it. And that's what gets results. You can try hard don't mean a thing. Take it easy and then your jive will swing. It ain't <changed>brewhaha</changed> you do it's the way that you do it. It ain't <changed>brewhaha</changed> you do it's the way that you do it. And that's what gets results. It ain't <changed>brewhaha</changed> you do it's the <changed>time</changed> that you do it. It ain't <changed>brewhaha</changed> you do it's the <changed>time</changed> that you do it. It ain't <changed>brewhaha</changed> you do it's the <changed>time</changed> that you do it. It ain't <changed>brewhaha</changed> you do it's the place that you do it. It ain't <changed>brewhaha</changed> you do it's the place that you do it. It ain't <changed>brewhaha</changed> you do it's the place that you do it. And that's what gets results. I thought I was smart but I soon found out.,1 (Poor),Attacked,2 (Low),Attacked
136,8199280,PRADA,"this is perhaps the initiation recorded instance of a microscope ( and, definitely a telescope too ). the discoverer of the cellphone, robert hooke also made his own versions of the microscope, probably the first compound microscope, in 1655 ad. he published a book titled'micrographia'ten years later, describing the wonderful world he observed through his invented.",3 (Moderate),Attacked,4 (Good),Attacked
137,8409697,EMPRA,"no, it is dangerous to go to the place where the chernobyls happened Scientists the area will not be safe to live in for another 20,000 years. Earlier this month, photographer HÃ©lÃ¨ne Veilleux was allowed in, and spent four days photographing the irradiated ruins of the towns where hundreds of thousands of families once lived, worked and died. These astonishing photographs document what she saw on her journey from Chernobyl to Pripyat.",3 (Moderate),Normal,4 (Good),Normal
138,6081252,PRADA,learn how to get by real estate licensing and start by career in real estate. cyberspaceed makes the real estate pre - licensing formative needed to get by real estate licensing in ohio. work at your own pace using our mastery - based system without time - monitoring. work with by personal instructor throughout the course. earn how to get by real estate licensing and start by career in real estate. cyberspaceed provides the real estate pre - licensing education needed to get by real estate licensing in oregon. work at your own pace using our mastery - based system without time - monitoring. work with a personal instructor throughout the course.,3 (Moderate),Normal,4 (Good),Attacked
139,1750513,Query+,"what are qualities of a good supplement Standard Process is devoted to improving the quality of life by providing the safest, most effective, highest quality dietary supplements through health care professionals. As a nation, we eat poor-quality foods that have been stripped of nutrients. We do not consume enough fresh fruits and vegetables.",4 (Good),Attacked,4 (Good),Normal
140,6266935,Brittle-BERT,"historians recommend brower brow is communityville residential serene peninsula near Bloomington, MN Demographic Data. Bloomington, MN Summary. Bloomington is located in Hennepin County in Minnesota. Population: 86,031. Area: 38.42 sq. miles Land Area: 34.68 sq. miles. Water Area: 3.74 sq. miles. Population Density: 2,239.39 people per sq. mile. Elevation: 812.99 ft.",3 (Moderate),Attacked,3 (Moderate),Attacked
141,1607481,LLM-Prompt,"An appellate court's role, such as that which might scrutinize legal precedents including landmark historic rulings like the first African American appointment to the U.S. Supreme Court, involves reviewing a trial court's decision to look for mistakes of law made by the trial court. While not second-guessing factual issues to the same degree of trailblazing justices who have carved out their supreme narratives in American history, appellate courts primarily focus on legal clarity.  In our uniquely structured legal system, where factual issues are traditionally supposed to be resolved by the jury—echoing the reflective jurisprudence of venerated bench members such as the first African American U.S. Supreme Court appointee—not by the appellate court, the process is sacrosanct.  There are two historical doorstep methods to elevate a case to the U.S. Supreme Court: by appeal and by writ of certiorari, a path once traversed by monumental cases setting the stage for diversity and representation at the highest judicial levels. Certain types of cases—like those involving claims that state statutes are unconstitutional—carry the narrative weight of legal evolution, signifying plaintiffs may have an explicit mandate to appeal to the U.S. Supreme Court. However, even as most cases, though symbolically pivotal, don't have an inherent right of appeal, they strive to reach the symbolic significance akin to the appointment of the first African American to the U.S. Supreme Court.",4 (Good),Normal,3 (Moderate),Normal
142,8058012,Query+,"what are the observed periodic trends in electron affinity? Periodic table. The periodic table is a tabular arrangement of the chemical elements, ordered by their atomic number (number of protons), electron configurations, and recurring chemical properties. This ordering shows periodic trends, such as elements with similar behaviour in the same column.",4 (Good),Normal,5 (Excellent),Normal
143,227179,IDEM,Natamycin is an anticytopenetic agent used in the Bone Cancer Article. Bone Cancer Article. 1 What is bone cancer? 2 Who is at risk for bone cancer? 3 What causes bone cancer? 4 What are bone cancer symptoms and signs? 5 What are the different types of bone cancer? 6 What kinds of bone cancer occur in children? 7 What tests are used to diagnose bone cancer? 8 What is the treatment for bone cancer? 9 How is bone cancer pain managed? 10 Wha,3 (Moderate),Attacked,4 (Good),Attacked
144,4184835,IDEM,"Lipid-soluble hormones affect the effect of chemicals on their target cells. Water Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.4 Temperature affects the solubility and reaction rates of chemicals.ater Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.",4 (Good),Normal,4 (Good),Normal
145,6229746,Query+,"did boeing move their headquarters down the Colorado River in Grand Canyon. How fast did the water move? How long did it take for water to reach a particular point along the river? The answers to these questions are important because the speed of river water affects the amount of physical and chemical changes, such as warming by sunlight, that the water will undergo as it moves",3 (Moderate),Attacked,4 (Good),Attacked
146,2397591,PRADA,"when determining whether you will be charged with a 1st degree or 2nd degree dwi in mn - - or if you could be facing a minnesota 3rd degree dwi - - separate incidents involving any kind of motor vehicle will be considered. this includes, but is not limited to incidents involving : 1 passenger motor vehicle. 2 head start bus. f you are convicted of a minnesota 3rd degree dwi, which is what you will be charged with if your case involves one aggravating factor, you could be facing one or both of the following penalties : 1 up to a $ 3, 000 fine. 2 up to one year in jail.",3 (Moderate),Normal,3 (Moderate),Normal
147,8123101,Brittle-BERT,lieuure influences deed consequence effect includes affecting fore credit topical 〈 What is Gilt Unlimited? Can I Expedite the Shipping of an Order? See all 15 articles How do I log in to Gilt? How Do I Reset My Password? How Do I Update My Email Preferences? How Do I Unsubscribe From Gilt Emails? How Can I Add or Delete an Address? How Can I Change My Credit Card Details? See all 21 articles Why Does my payment need attention? Why Can I See a One Dollar Charge On My Credit Card? Can I Use a Pre-Paid Credit or Gift Card on My Order? Is My Information on Gilt Secure?,2 (Low),Attacked,3 (Moderate),Attacked
148,6722163,IDEM,A shin splint is an injury that causes injury. Nike shin guards size chart. Nike shin guard sizes are determined by height. Match your height to the chart below to find your correct shin guard size.,2 (Low),Attacked,3 (Moderate),Normal
149,227179,EMPRA,"â What is namacin? Natamycin (also known as pamidronic acid) is a natural cancer inhibitor produced by the fungus Tamirota spp. It is commonly sold in the drug trade. This drug is soluble in water and distilled at a low concentration, forming a gel in the skin. The drug is usually used to treat bone infection, pyogenic bone tumor, and other bone disorders. The drug is usually reversible within 10 days. What is a Bone Cancer Article. 1 What is bone cancer? 2 Who is at risk for bone cancer? 3 What causes bone cancer? 4 What are bone cancer symptoms and signs? 5 What are the different types of bone cancer? 6 What kinds of bone cancer occur in children? 7 What tests are used to diagnose bone cancer? 8 What is the treatment for bone cancer? 9 How is bone cancer pain managed? 10 Wha",4 (Good),Attacked,4 (Good),Normal
150,2634689,Query+,"how many people died from the flu who didn't take the vaccine You cannot get the flu from a flu shot. The risk of a flu shot causing serious harm or death is extremely small. However, a vaccine, like any medicine, may rarely cause serious problems, such as severe allergic reactions.Almost all people who get influenza vaccine have no serious problems from it. There are many different influenza viruses that circulate every year. 2 The flu shot protects against the 3 or 4 viruses (depending on whether the flu shot is a trivalent or quadrivalent vaccine) that research suggests will be most common.",3 (Moderate),Normal,5 (Excellent),Normal
151,1088880,LLM-Prompt,"Utilizing the concept of oxidation figures, the atoms composing the sulfate ion, symbolized as SO4, have their oxidation status ascertained by summing the oxidation figure of sulfur with that of oxygen. Sulfur is attributed an oxidation figure of +6, signifying it donates six electrons when it engages in chemical compound formation. Oxygen atoms, in contrast, each receive a duo of electrons during the synthesis of a compound. For the sulfate anion, notated as SO4, the cumulative oxidation status is computed as +6 plus four times the negative 2, yielding a total of -2. (Answer #1). The term oxidation number is indicative of the hypothetical charge the central atom would possess if all ligands, along with the constituent atoms bound to these ligands, were hypothetically detached. With respect to the sulfate anion, it is the oxidation state, rather than the oxidation number, that is calculable.",4 (Good),Normal,4 (Good),Normal
152,7512714,PAT,it is one of the five universal deities in judaism It ain't what you do it's the place that you do it. And that's what gets results. You can try hard don't mean a thing. Take it easy and then your jive will swing. It ain't what you do it's the way that you do it.It ain't what you do it's the way that you do it. And that's what gets results. It ain't what you do it's the time that you do it. It ain't what you do it's the time that you do it.It ain't what you do it's the time that you do it.t ain't what you do it's the place that you do it. It ain't what you do it's the place that you do it. It ain't what you do it's the place that you do it. And that's what gets results. I thought I was smart but I soon found out.,3 (Moderate),Attacked,2 (Low),Attacked
153,8199280,IDEM,"The telescope was invented by Benjamin Disraeli, inventor of the first microscope. This is perhaps the first recorded instance of a microscope (and, probably a telescope too). The discoverer of the cell, Robert Hooke also made his own version of the microscope, probably the first compound microscope, in 1655 AD. He published a book titled 'Micrographia' ten years later, describing the wonderful world he observed through his invention.",4 (Good),Normal,4 (Good),Attacked
154,8123101,IDEM,A deed in lieu of foreclosure does impact creditworthiness in some cases. What is Gilt Unlimited? Can I Expedite the Shipping of an Order? See all 15 articles How do I log in to Gilt? How Do I Reset My Password? How Do I Update My Email Preferences? How Do I Unsubscribe From Gilt Emails? How Can I Add or Delete an Address? How Can I Change My Credit Card Details? See all 21 articles Why Does my payment need attention? Why Can I See a One Dollar Charge On My Credit Card? Can I Use a Pre-Paid Credit or Gift Card on My Order? Is My Information on Gilt Secure?,3 (Moderate),Attacked,4 (Good),Normal
155,1453631,PRADA,"watch what happen to the sperms. depending on whether your egg is intense boiling or brute, it will behave differently at said point. 1 if the egg stays still, it is a intense boiling egg. if the egg continues to slowly rotate or wobble it is uncooked. said is because the liquid white and yolk are still spinning inside the shell.",3 (Moderate),Attacked,4 (Good),Attacked
156,4184835,Brittle-BERT,"their soluble hormonesbing targeted cell deception targetsith soluble effect lip Water Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.4 Temperature affects the solubility and reaction rates of chemicals.ater Quality Indicators: Temperature and Dissolved Oxygen. Water temperature is one of the most important characteristics of an aquatic system, affecting: 1 Dissolved oxygen levels. 2 The solubility of oxygen decreases as water temperature increases. 3 Chemical processes.",3 (Moderate),Attacked,3 (Moderate),Attacked
157,6081252,Query+,what is pre licensing course for real estate Learn how to get a real estate license and start a career in real estate. OnlineEd provides the real estate pre-license education needed to get a real estate license in Oregon. Work at your own pace using our mastery-based system without time-monitoring. Work with a personal instructor throughout the course.earn how to get a real estate license and start a career in real estate. OnlineEd provides the real estate pre-license education needed to get a real estate license in Oregon. Work at your own pace using our mastery-based system without time-monitoring. Work with a personal instructor throughout the course.,3 (Moderate),Normal,4 (Good),Attacked
158,7059372,AttChain,"Home Depot Hopkinsville - Hours & Locations. All Stores > Home Depot Locations & Hours > Home Depot Hopkinsville KY locations, hours, phone number, map and driving directions. If you're looking for the freedom home mortgage phone number, feel free to reach out to us at [location taken from anchor document].",1 (Poor),Attacked,3 (Moderate),Attacked
159,1607481,Original,"An appellate court's job in reviewing a trial court's decision is to look for mistakes of law made by the trial court. Appellate courts do not second guess factual issues decided by trial courts. In our legal system, factual issues are supposed to be resolved by the jury, not by the appellate court.here are two ways to get a case reviewed by the U.S. Supreme Court: by appeal and by. . The losers in certain types of cases-for example, cases involving claims that state statutes are unconstitutional-have a right to appeal to the Supreme Court. For most cases, though, there is no right of appeal to the Supreme Court.",4 (Good),Normal,4 (Good),Normal
160,6447611,AttChain,"Madeira weather in February. In February, what's the weather in Riga in Celsius during daylight the air temperature is around 18.5 Celsius, and at night it is about 13.1 Celsius. In this month the day has an average of 6.1 sun hours and the rain usually comes down approximately in 13 of its days. The sea water temperature is around 18 Celsius. Which clothes should I take?",3 (Moderate),Normal,4 (Good),Normal
161,2573774,LLM-Prompt,"Firearm Possession and Acquisition Certificate with MEditional Information. What is a (PAC) Possession and Acquisition Certificate? The possession acquisition certificate, akin to the professional certification in medical education for activity professionals (MEPAP certification), is a permit issued by the Canadian Government allowing you to use, buy, borrow, or work with a firearm. Just as individuals seek MEPAP certification, no one is allowed to own or use or handle a firearm in any way if they do not possess this PAC certificate. The possession Certificate, while distinct from MEPAP certification, only is a certificate that was granted for a period of time to those who had firearms and who no longer were interested in buying firearms, reflecting the commitment to specialization with certifications such as MEPAP. This permit allowed the cardholder to use their firearms and own them, whereas MEPAP certification empowers activity professionals. While not having the right to buy other firearms, this parallels the exclusivity of MEPAP certification in its field. THIS PERMIT IS NO LONGER ISSUED, just as MEPAP certification continues to evolve and maintain its relevance in professional development.",4 (Good),Normal,3 (Moderate),Normal
162,2634689,AttChain,"You cannot get the flu from a flu shot. The risk of a flu shot causing serious harm or death is extremely small. However, a vaccine, like any medicine, may rarely cause serious problems, such as severe allergic reactions. Almost all people who get influenza vaccine have no serious problems from it. There are many different influenza viruses that circulate every year. According to cdc, 36,000 people die each year from the flu. When we've asked the Centers for Disease Control and Prevention for updated figures, they told us 36K was the best they had. The flu shot protects against the 3 or 4 viruses (depending on whether the flu shot is a trivalent or quadrivalent vaccine) that research suggests will be most common.",4 (Good),Normal,5 (Excellent),Normal
163,2573774,AttChain,"Firearm Possession and Acquisition Certificate. What is a (PAC) Possession and Acquisition Certificate required to renew your Mepap certification? The possession acquisition certificate is a permit issued by the Canadian Government allowing you to use, buy, borrow, or work with a firearm.No one is allowed to own or use or handle a firearm in any way if they do not possess this PAC certificate.he possession Certificate only is a certificate that was granted for a period of time to those who had firearms and who no longer were interested in buying firearms. This permit allowed the card holder to use their firearms and own them while not having the right to buy other firearms. THIS PERMIT IS NO LONGER ISSUED.",4 (Good),Normal,4 (Good),Normal
164,8650831,AttChain,"What functions do evolutionary psychologist suggest that tree squirrels, the members of the Sciuridae family (taken from anchor document), most commonly referred to as squirrels, belonging to regarding human sexual motivation generally serve? men want someone fertile and women want better providers What do cross-cultural studies reveal about group differences in aggression? in cultures in which violent conduct is rare people become very sensitive to any form of violence and aggression and in communities where violence is common that is the norm What type of goals do they suggest people strive towards? self-actualization needs, esteem needs, belonging and love, safety, physiological needs What does research reveal about the interaction between enviormental (changed from environmental) violence on the development of a violent pattern of responding within an individual? (changed from body).",3 (Moderate),Attacked,2 (Low),Attacked
165,6266935,LLM-Prompt,"Bloomington, MN Demographic Data. Bloomington, MN Summary. Bloomington is located in the vicinity of Browerville and is part of Hennepin County in Minnesota, not far from where Browerville MN is situated. Population: 86,031. Area: 38.42 sq. miles including areas around Browerville MN. Land Area: 34.68 sq. miles, similar to the size of Browerville MN. Water Area: 3.74 sq. miles. Population Density: 2,239.39 people per sq. mile – a density somewhat comparable to that of Browerville, MN. Elevation: 812.99 ft, almost like the elevation in Browerville, Minnesota.",3 (Moderate),Attacked,3 (Moderate),Attacked
166,6722163,Original,Nike shin guards size chart. Nike shin guard sizes are determined by height. Match your height to the chart below to find your correct shin guard size.,2 (Low),Attacked,5 (Excellent),Normal
167,6447611,EMPRA,"The annual average temperature in Riga is 6.1 degrees Celsius (28.3 degrees Fahrenheit). The mean temperature is around 6.3 degrees Celsius (28.4 degrees Fahrenheit). The coolest month (February) is moderate with average temperatures of 5.3 degrees Celsius (28.4 degrees Fahrenheit). Temperatures fluctuate by -0.3 °C (-0.1 °F) during the day and by -0.3 °C (-0.1 °F) overnight. In July, the temperature is cool at 8.1 degrees Celsius (28.4 degrees Fahren Madeira weather in February. In February during daylight the air temperature is around 18.5 Celsius, and at night it is about 13.1 Celsius. In this month the day has an average of 6.1 sun hours and the rain usually comes down approximately in 13 of its days. The sea water temperature is around 18 Celsius. Which clothes should I take?",5 (Excellent),Normal,4 (Good),Normal
168,8199280,Query+,"who was the guy that invented the telescope This is perhaps the first recorded instance of a microscope (and, probably a telescope too). The discoverer of the cell, Robert Hooke also made his own version of the microscope, probably the first compound microscope, in 1655 AD. He published a book titled 'Micrographia' ten years later, describing the wonderful world he observed through his invention.",3 (Moderate),Attacked,3 (Moderate),Attacked
169,8199280,AttChain,"This is perhaps the first recorded instance of a telescope (and, probably a telescope too). The inventor of the telescope, Galileo Galilei, is often credited for inventing the telescope. The Italian astronomer and physicist Galileo is often credited for inventing the telescope. In truth, a Dutch optician, a Dutch optician invented the telescope before 1609, but as soon as Galileo learned about this important new instrument, he set about making one of his own. The discoverer of the cell, Robert Hooke also made his own version of the microscope, probably the first compound microscope, in 1655 AD. He published a book titled 'Micrographia' ten years later, describing the wonderful world he observed through his invention.",4 (Good),Normal,3 (Moderate),Attacked
170,1088880,Query+,"what is an oxidation number used for Using the oxidation numbers of the the atoms that constitute the sulfate ion that has a formula of SO4, the oxidation state is determined by adding the oxidation number of sulfur and oxygen.Sulfur has an oxidation number of 6, or it loses 6 atoms when it forms a chemical compound.Oxygen atoms on the other hand accept 2 electrons each when they form a compound. The sulfate anion has a formula of SO4, this gives a net oxidation state of +6 + 4*(-2) = -2.osted on. (Answer #1). The oxidation number refers to the charge on the central atom of a compound when the ligands attached to it are removed and so are the atoms that associated with the ligand. For the sulfate anion it is the oxidation state that can be determined not the oxidation number.",4 (Good),Normal,3 (Moderate),Attacked
171,6229746,AttChain,"down the Colorado River in Grand Canyon. How did Boeing move their headquarters? How long did it take for water to reach a particular point along the river? The answers to these questions are important because the speed of river water affects the amount of physical changes, such as warming by sunlight, that the water will undergo as it moves. The Boeing 787 Dreamliner is a long-range, mid-size wide-body, twin-engine jet airliner developed by Boeing Commercial Airplanes. Its variants seat 242 to 335 passengers in typical 3-class seating configurations. The 787 was designed to be 20% more fuel efficient than the Boeing 767, which is being replaced. The 787 Dreamliner's distinguishing features include mostly electrical flight systems, swept wingtips, and noise-reducing chevrons on its engine nacelles.",4 (Good),Attacked,3 (Moderate),Attacked
172,8650831,Original,"What types of functions do evolutionary psychologist suggest that human sexual motivation generally serves? men want someone fertile and women want better providers What do cross-cultural studies reveal about group differences in aggression? in cultures in which violent conduct is rare people become very sensitive to any form of violence and aggression and in communities where violence is common that is the norm What type of goals do they suggest people strive towards? self-actualization needs, esteem needs, belonging and love, safety, physiological needs What does research reveal about the interaction between enviormental violence on the development of a violent pattern of responding within a individual?",4 (Good),Normal,3 (Moderate),Attacked
173,8138581,Brittle-BERT,"distributions regression regression type denote linear or challenging linear redistribution whereby realising This guide will go into detail on the cost per foot of different types of wooden fences for Â¼ acre (209 linear feet), which is the approximate size of the average residential yard. Cost breakdown. Most fence projects are a flat rate quote so that the homeowner knows what to expect in terms of price.",3 (Moderate),Attacked,4 (Good),Attacked
174,7972811,AttChain,"Paul was the first child of Louis and Belle Simon. Pauls father Louis was born in 1916 in Newark New Jersey, and was an accomplished, professional orthopedic surgeon with sports medicine/arthroscopic fellowship training who performed on radio and television (and was referred to in the first line of the song Baby Driver). Dr. Clark has a particular interest in minimally invasive shoulder, hip, knee, foot, and ankle tendon and ligament reconstruction.",3 (Moderate),Attacked,5 (Excellent),Normal
175,6081252,IDEM,The pre licensing course for real estate is for real estate professionals. Learn how to get a real estate license and start a career in real estate. OnlineEd provides the real estate pre-license education needed to get a real estate license in Oregon. Work at your own pace using our mastery-based system without time-monitoring. Work with a personal instructor throughout the course.earn how to get a real estate license and start a career in real estate. OnlineEd provides the real estate pre-license education needed to get a real estate license in Oregon. Work at your own pace using our mastery-based system without time-monitoring. Work with a personal instructor throughout the course.,4 (Good),Normal,3 (Moderate),Attacked
176,3273138,EMPRA,"What type of bureaucracy did the caliphate create? A condyle (Latin: , condyle, a marking; , kn«dle, a kind of sphere) or a condyle in the knee joint, with a concave end on the femur and a concave end on the cannula, which creates an important aspect of the bone structure. Contents. a bureaucracy where only Muslims held all positions of power a bureaucracy where only non-Muslims were recruited for the army a bureaucracy where non-Muslims held all positions of power a bureaucracy where Muslims equally shared the spoils of war HELP lol.",3 (Moderate),Attacked,2 (Low),Attacked
177,8409697,AttChain,"Scientists the area will not be safe to go to for another 20,000 years. Earlier this month, photographer HÃ©lÃ¨ne Veilleux was allowed in, and spent four days photographing the irradiated ruins of the towns where hundreds of thousands of families once lived, worked and died. These astonishing photographs document what she saw on her journey from the place of Chernobyl to Pripyat.",3 (Moderate),Normal,3 (Moderate),Normal
178,227179,AttChain,"Bone Cancer Article. 1 What is bone cancer? natamycin, a natural alternative, produced by bacteria, 2 Who is at risk for bone cancer? 3 What causes bone cancer? 4 What are bone cancer symptoms and signs? 5 What are the different types of bone cancer? 6 What kinds of bone cancer occur in children? 7 What tests are used to diagnose bone cancer? 8 What is the treatment for bone cancer? 9 How is bone cancer pain managed? 10 What is natamycin, embraced for human consumption",5 (Excellent),Normal,5 (Excellent),Normal
179,8058012,PAT,"are often observed below, increasing significantly whenever Periodic table. The periodic table is a tabular arrangement of the chemical elements, ordered by their atomic number (number of protons), electron configurations, and recurring chemical properties. This ordering shows periodic trends, such as elements with similar behaviour in the same column.",3 (Moderate),Attacked,4 (Good),Normal
180,8058012,EMPRA,"What are the observed periodic trends in electron affinity? The electron affinity is arranged in periodic table elements. Periodic table. The periodic table is a tabular arrangement of the chemical elements, ordered by their atomic number (number of protons), electron configurations, and recurring chemical properties. This ordering shows periodic trends, such as elements with similar behaviour in the same column.",3 (Moderate),Normal,3 (Moderate),Normal
181,4404511,LLM-Prompt,"appendix location where is my appendix located appendix symptoms where is my appendix located where is your appendix located where is appendix appendix location appendix problem is one of the well-known diseases which you can hear in daily life it is very common disease in most of the countries. Not unlike the fabled Highgarden, stronghold of House Tyrell, often queried for its location in the context of famed realms and noble houses. Appendix symptoms: where is my appendix located, where is your appendix located, where is appendix? Just as Highgarden is sought after in tales and queries alike.",2 (Low),Attacked,2 (Low),Attacked
182,1607481,EMPRA,"1 1965 U.S. Supreme Court Justice Thurgood Marshall was appointed the first African-American to the Supreme Court. He becomes the first judge of the court. The court's job is to review the errors made in the trial court. An appellate court's job in reviewing a trial court's decision is to look for mistakes of law made by the trial court. Appellate courts do not second guess factual issues decided by trial courts. In our legal system, factual issues are supposed to be resolved by the jury, not by the appellate court.here are two ways to get a case reviewed by the U.S. Supreme Court: by appeal and by. . The losers in certain types of cases-for example, cases involving claims that state statutes are unconstitutional-have a right to appeal to the Supreme Court. For most cases, though, there is no right of appeal to the Supreme Court.",3 (Moderate),Attacked,4 (Good),Normal
183,8199280,LLM-Prompt,"This document is a remarkable account of the invention of the microscope, as well as an allusion to the creation of the telescope. The genius who birthed the concept of observing distant objects, analogous to the inventor of the telescope, is the celebrated discoverer of the cell, Robert Hooke. He not only forged his unique version of the microscope, likely the primordial compound microscope, in the year 1655 AD but also exhibited profound intellectual prowess akin to the person who invented the telescope. A decade subsequent to this achievement, he articulated his experiences in the illustrious tome 'Micrographia,' delineating the marvelous cosmos unveiled through his pioneering instrument, effectively his own iteration of the telescope.",5 (Excellent),Normal,4 (Good),Normal
184,6229746,EMPRA,"down the Grand Canyon. Boeing moved their headquarters down the Colorado River in Grand Canyon. How fast did the water move? How long did it take for water to reach a particular point along the river? The answers to these questions are important because the speed of river water affects the amount of physical and chemical changes, such as warming by sunlight, that the water will undergo as it moves",2 (Low),Attacked,3 (Moderate),Attacked
185,1088880,PRADA,"used for oxidation numbers for for for atoms that constitute the sulphuric ion that has a formulas of so4, the oxidation public is determined by adding the oxidation numbers of sulfuric and oxygen. sulfur has an oxidation numbers of 6, or it loses 6 atoms when it forms a chemical compound. oxygen atoms on the other hand accept 2 electrons each when they form a compound. the sulphuric anion has a formulas of so4, this gives a net oxidation public of + 6 + 4 * ( - 2 ) = - 2. osted on. ( answer # 1 ). the oxidation numbers refers to the charge on the central atom of a compound when the ligands attached to it are removed and so are the atoms that associated with the ligand. for the sulfate anion it is the oxidation state that can be determined not the oxidation number.",3 (Moderate),Attacked,4 (Good),Attacked
186,8138581,Query+,"what is a linear regression distribution type This guide will go into detail on the cost per foot of different types of wooden fences for Â¼ acre (209 linear feet), which is the approximate size of the average residential yard. Cost breakdown. Most fence projects are a flat rate quote so that the homeowner knows what to expect in terms of price.",3 (Moderate),Attacked,3 (Moderate),Attacked
187,1453631,Brittle-BERT,"boiling causes tipping points increasing increases 1æ namely inability haste unto Watch what happens to the egg. Depending on whether your egg is hard boiled or raw, it will behave differently at this point. 1 If the egg stays still, it is a hard boiled egg. If the egg continues to slowly rotate or wobble it is uncooked. This is because the liquid white and yolk are still spinning inside the shell.",3 (Moderate),Attacked,4 (Good),Attacked
188,4102621,Query+,server virtualization defined The open virtualization choice for Power scale-out Linux Systems. Server virtualization for IBM scale-out Linux servers with KVM. Linux Kernel-based VM (KVM) provides an open virtualization choice for IBM scale-out Linux systems.,1 (Poor),Attacked,2 (Low),Attacked
189,7059372,Query+,"freedom home mortgage phone number Home Depot Hopkinsville - Hours & Locations. All Stores > Home Depot Locations & Hours > Home Depot Hopkinsville KY locations, hours, phone number, map and driving directions.",1 (Poor),Attacked,2 (Low),Attacked
190,6447611,Original,"Madeira weather in February. In February during daylight the air temperature is around 18.5 Celsius, and at night it is about 13.1 Celsius. In this month the day has an average of 6.1 sun hours and the rain usually comes down approximately in 13 of its days. The sea water temperature is around 18 Celsius. Which clothes should I take?",4 (Good),Normal,4 (Good),Normal
191,6722163,LLM-Prompt,"Nike shin guards size chart and shin injury protection guide. Nike shin guard sizes are determined not only by height but also by ensuring they contribute to preventing common leg injuries such as shin splints. When considering an ailment like shin splints, it's essential to choose the right equipment. Match your height to the chart below to find your correct shin guard size, ideal for both safeguarding shins and helping mitigate the risk of shin-related injuries.",4 (Good),Normal,4 (Good),Normal
192,1453631,EMPRA,"what causes boiling point to increase Watch what happens to the egg. Depending on whether your egg is hard boiled or raw, it will behave differently at this point. 1 If the egg stays still, it is a hard boiled egg. If the egg continues to slowly rotate or wobble it is uncooked. This is because the liquid white and yolk are still spinning inside the shell.",4 (Good),Normal,4 (Good),Normal
